flare_id,log,n_flashes,flare_len_s,beacon_id,night,since_dusk_s,glyph,shape_id,flourish,region,cluster,cluster_num,date_seen
FLR-00001,RIDGE,5,1.3356303,0,,,1+1+3,,,R1,U,11,31-03-2015
FLR-00002,RIDGE,5,1.2533,0,,,5R3,,,R2,K,5,03/06/2012
FLR-00003,RIDGE,5,0.7506056,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-00004,RIDGE,5,1.1783,0,,,5R3,,,R2,K,5,03/06/2012
FLR-00005,RIDGE,5,0.33,0,,,5R1,,,R1,T,10,12/03/2010
FLR-00006,LAMP,19,1.1359224,2,N-011,1926.1059,,17,0,,,,
FLR-00007,RIDGE,5,1.1504,0,,,5R3,,,R2,K,5,02/06/2012
FLR-00008,RIDGE,5,0.3417,6058,,,5R1,,,R1,U,11,11/02/2010
FLR-00009,RIDGE,7,0.503,0,,,7i,,,R1,R,8,19/04/2008
FLR-00010,LAMP,5,1.064225,2,N-001,7257.7969,,2,0,,,,
FLR-00011,LAMP,5,1.3804084,1,N-030,9501.9281,,2,0,,,,
FLR-00012,RIDGE,5,1.1961266,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-00013,RIDGE,5,1.2458747,0,,,1+1+3,,,R1,U,11,31-03-2015
FLR-00014,RIDGE,5,0.9389,5979,,,1+1+3,,,R1,J,4,31/01/2009
FLR-00015,RIDGE,5,1.226443,0,,,1+1+3,,,R1,F,3,31/03/2015
FLR-00016,LAMP,5,0.2837634,2,N-010,21263.8937,,4,0,,,,
FLR-00017,RIDGE,5,0.634,0,,,2+3,,,R1,V,12,26/01/2010
FLR-00018,RIDGE,5,1.0883,0,,,5R3,,,R2,K,5,03/06/2012
FLR-00019,LAMP,5,1.0299167,1,N-003,15625.9998,,2,0,,,,
FLR-00020,LAMP,5,1.5625084,1,N-044,23828.851,,2,0,,,,
FLR-00021,LAMP,5,1.315475,1,N-014,729.7659,,2,0,,,,
FLR-00022,RIDGE,5,1.3933,0,,,5R3,,,R2,P,7,05/03/2011
FLR-00023,RIDGE,5,0.354,0,,,5R1,,,R1,D,2,18/03/2010
FLR-00024,RIDGE,5,0.3294083,5726,,,5R1,,,R1,S,9,01-04-2015
FLR-00025,RIDGE,5,0.4659613,5151,,,5R2,,,R1,U,11,31-03-2015
FLR-00026,LAMP,6,0.721106,2,N-034,10070.0356,,16,0,,,,
FLR-00027,RIDGE,7,0.3091909,0,,,7i,,,R1,A,1,24-04-2016
FLR-00028,RIDGE,5,0.29,0,,,5R1,,,R1,D,2,21/03/2008
FLR-00029,RIDGE,5,1.2369,5987,,,1+1+3,,,R1,J,4,04/05/2008
FLR-00030,LAMP,5,0.81205,1,N-003,16707.4403,,2,0,,,,
FLR-00031,RIDGE,5,0.325,0,,,5R1,,,R1,T,10,26/01/2010
FLR-00032,RIDGE,5,1.3849,0,,,5R3,,,R2,K,5,03/06/2012
FLR-00033,LAMP,5,0.8888416,1,N-001,278.3621,,2,0,,,,
FLR-00034,LAMP,5,0.3395083,1,N-001,4384.8758,,4,0,,,,
FLR-00035,RIDGE,5,0.4984416,5151,,,5R2,,,R1,U,11,26/03/2015
FLR-00036,RIDGE,5,0.323,5759,,,5R1,,,R1,S,9,01-04-2015
FLR-00037,RIDGE,5,1.2724,5987,,,1+1+3,,,R1,J,4,04/05/2008
FLR-00038,LAMP,5,1.2885333,1,N-012,10020.4345,,2,0,,,,
FLR-00039,RIDGE,5,0.608,0,,,2+3,,,R1,V,12,26/01/2010
FLR-00040,RIDGE,5,1.4827707,0,,,5R3,,,R2,ZZZ,13,12-04-2016
FLR-00041,RIDGE,6,0.2671,5979,,,6i,,,R1,J,4,31/01/2009
FLR-00042,LAMP,5,1.3445583,3,N-020,11057.9493,,2,0,,,,
FLR-00043,RIDGE,5,0.5073814,0,,,5-SMUDGE,,,R1,A,1,02/03/2015
FLR-00044,LAMP,5,0.7831416,2,N-028,27420.2027,,2,0,,,,
FLR-00045,LAMP,17,1.1098811,1,N-001,252.4517,,17,0,,,,
FLR-00046,LAMP,13,0.972975,2,N-036,27001.3616,,17,1,,,,
FLR-00047,RIDGE,4,1.3277226,0,,,4R2,,,R1,A,1,02/03/2015
FLR-00048,RIDGE,5,0.654,0,,,2+3,,,R1,V,12,26/01/2010
FLR-00049,LAMP,5,0.4887664,4,N-009,796.5244,,4,0,,,,
FLR-00050,RIDGE,5,0.9017,0,,,1+1+3,,,R1,J,4,31/01/2009
FLR-00051,RIDGE,5,0.77,0,,,1+1+3,,,R1,N,6,03/04/2010
FLR-00052,RIDGE,5,0.6500649,0,,,1+1+3,,,R1,U,11,26/03/2015
FLR-00053,LAMP,4,1.2521333,2,N-035,30654.9121,,0,0,,,,
FLR-00054,RIDGE,8,0.3373943,0,,,8i,,,R1,A,1,02-03-2015
FLR-00055,LAMP,5,1.2473417,1,N-013,20692.2822,,2,0,,,,
FLR-00056,RIDGE,7,1.435,5722,,,7D1,,,R1,F,3,12/02/2010
FLR-00057,LAMP,5,1.2782866,3,N-019,3693.5358,,2,0,,,,
FLR-00058,RIDGE,5,0.8227,5981,,,1+1+3,,,R1,J,4,03/05/2008
FLR-00059,RIDGE,4,0.739,0,,,1+31,,,R1,V,12,22/01/2010
FLR-00060,RIDGE,5,1.2996,5727,,,1+1+3,,,R1,F,3,04/03/2010
FLR-00061,RIDGE,5,1.1469,0,,,5R3,,,R2,K,5,02/06/2012
FLR-00062,LAMP,5,1.0582238,2,N-003,17512.3923,,2,0,,,,
FLR-00063,RIDGE,7,0.3510353,0,,,7i,,,R1,A,1,16-04-2014
FLR-00064,RIDGE,5,0.356,5125,,,5R1,,,R1,V,12,03/02/2010
FLR-00065,LAMP,5,1.1412916,1,N-003,17433.9222,,2,0,,,,
FLR-00066,RIDGE,5,1.133,0,,,1+1+3,,,R1,A,1,17/03/2010
FLR-00067,RIDGE,5,1.0242,0,,,5R3,,,R2,P,7,24/04/2008
FLR-00068,RIDGE,8,0.274,0,,,8i,,,R1,T,10,04/02/2010
FLR-00069,RIDGE,5,1.4782916,5759,,,1+1+3,,,R1,S,9,29-04-2014
FLR-00070,RIDGE,10,0.36,0,,,10i,,,R1,R,8,19/04/2008
FLR-00071,RIDGE,5,0.351,0,,,5R1,,,R1,N,6,21/03/2010
FLR-00072,RIDGE,5,1.1933053,0,,,5R3,,,R1,A,1,02/03/2015
FLR-00073,LAMP,5,1.0675417,1,N-003,15570.7331,,2,0,,,,
FLR-00074,RIDGE,6,0.8276136,0,,,6-SMUDGE,,,R1,A,1,02-03-2015
FLR-00075,RIDGE,5,0.364,0,,,5R1,,,R1,R,8,10/04/2008
FLR-00076,RIDGE,5,0.363,0,,,5R1,,,R1,D,2,04/04/2008
FLR-00077,RIDGE,5,0.3145772,0,,,5R1,,,R1,S,9,01-04-2015
FLR-00078,RIDGE,6,0.419425,5586,,,6i,,,R1,A,1,02-03-2015
FLR-00079,RIDGE,5,0.3391,5562,,,5R1,,,R1,U,11,13/02/2008
FLR-00080,LAMP,5,1.4123083,1,N-030,9510.1197,,2,0,,,,
FLR-00081,RIDGE,4,0.5229,5722,,,4D,,,R1,F,3,02/02/2010
FLR-00082,RIDGE,5,1.4868837,0,,,5-SMUDGE,,,R1,J,4,12/05/2016
FLR-00083,RIDGE,5,0.748,0,,,1+1+3,,,R1,V,12,03/02/2010
FLR-00084,LAMP,8,0.3294055,4,N-034,10094.6746,,13,0,,,,
FLR-00085,RIDGE,5,0.813638,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-00086,RIDGE,5,1.0295,5586,,,1+1+3,,,R1,A,1,02/03/2015
FLR-00087,RIDGE,5,0.9101,0,,,1+1+3,,,R1,F,3,03/03/2010
FLR-00088,RIDGE,5,1.3401961,0,,,1+1+3,,,R1,F,3,31/03/2015
FLR-00089,RIDGE,5,1.2840833,0,,,1+1+3,,,R1,F,3,31/03/2015
FLR-00090,RIDGE,5,0.879,0,,,1+1+3,,,R1,R,8,19/04/2008
FLR-00091,RIDGE,5,1.1235,0,,,5R3,,,R2,P,7,05/03/2011
FLR-00092,RIDGE,5,0.3347982,0,,,5R1,,,R1,S,9,01-04-2015
FLR-00093,RIDGE,5,0.7854,6035,,,1+1+3,,,R1,U,11,11/02/2010
FLR-00094,RIDGE,5,0.884,0,,,1+1+3,,,R1,R,8,19/04/2008
FLR-00095,RIDGE,9,0.399,0,,,9i,,,R1,V,12,26/01/2010
FLR-00096,RIDGE,6,0.933,0,,,6-SMUDGE,,,R1,D,2,27/03/2008
FLR-00097,RIDGE,5,1.263225,5560,,,1+1+3,,,R1,F,3,31/03/2015
FLR-00098,RIDGE,5,0.764,0,,,1+1+3,,,R1,T,10,12/03/2010
FLR-00099,RIDGE,5,1.2529,5586,,,1+1+3,,,R1,A,1,02/03/2015
FLR-00100,RIDGE,5,1.2778387,0,,,1+1+3,,,R1,F,3,31/03/2015
FLR-00101,LAMP,5,1.293625,2,N-024,6802.2064,,2,0,,,,
FLR-00102,RIDGE,5,0.312,0,,,5R1,,,R1,R,8,10/04/2008
FLR-00103,LAMP,5,0.9242164,4,N-011,1191.0922,,2,0,,,,
FLR-00104,LAMP,5,0.3145833,1,N-027,13178.8011,,4,0,,,,
FLR-00105,RIDGE,5,1.114336,0,,,1+1+3,,,R1,U,11,26/03/2015
FLR-00106,RIDGE,5,1.341,0,,,5R3,,,R2,P,7,24/04/2008
FLR-00107,RIDGE,5,0.871,0,,,1+1+3,,,R1,R,8,19/04/2008
FLR-00108,LAMP,5,1.207617,2,N-003,17437.4635,,2,0,,,,
FLR-00109,RIDGE,5,0.7920166,0,,,1+1+3,,,R1,S,9,01-04-2015
FLR-00110,RIDGE,4,0.5082,5722,,,4D,,,R1,F,3,02/02/2010
FLR-00111,LAMP,5,0.6488667,2,N-024,6843.1943,,15,0,,,,
FLR-00112,LAMP,5,0.305713,2,N-046,9494.2176,,4,0,,,,
FLR-00113,RIDGE,5,0.9020304,0,,,5-SMUDGE,,,R1,U,11,31-03-2015
FLR-00114,RIDGE,5,1.301675,5151,,,1+1+3,,,R1,U,11,26/03/2015
FLR-00115,RIDGE,5,1.1835,0,,,5R3,,,R2,K,5,03/06/2012
FLR-00116,RIDGE,5,0.8866917,5151,,,1+1+3,,,R1,U,11,19-03-2015
FLR-00117,LAMP,3,0.2961937,2,N-001,562.4021,,5,0,,,,
FLR-00118,RIDGE,5,0.865,0,,,1+1+3,,,R1,A,1,17/03/2010
FLR-00119,RIDGE,5,1.005,0,,,1+1+3,,,R1,D,2,27/03/2008
FLR-00120,RIDGE,4,0.5108,5722,,,4D,,,R1,F,3,04/03/2010
FLR-00121,RIDGE,8,0.4262417,5151,,,8i,,,R1,U,11,31-03-2015
FLR-00122,LAMP,5,1.2988584,1,N-014,1185.5837,,2,0,,,,
FLR-00123,RIDGE,5,0.3117667,0,,,5R1,,,R1,S,9,01-04-2015
FLR-00124,RIDGE,4,1.1580024,0,,,4R2,,,R1,A,1,02/03/2015
FLR-00125,LAMP,5,1.1107,1,N-017,29138.2021,,2,0,,,,
FLR-00126,RIDGE,5,1.1056666,9999,,,5R3,,,R2,ZZZ,13,12-04-2016
FLR-00127,RIDGE,5,0.347,0,,,5R1,,,R1,T,10,04/02/2010
FLR-00128,RIDGE,5,0.3229,5979,,,5R1,,,R1,J,4,03/05/2008
FLR-00129,RIDGE,5,0.9015,5978,,,1+1+3,,,R1,J,4,31/01/2009
FLR-00130,RIDGE,5,1.0930672,0,,,1+1+3,,,R1,U,11,26/03/2015
FLR-00131,RIDGE,5,0.6848,6035,,,5-SMUDGE,,,R1,U,11,11/02/2010
FLR-00132,RIDGE,3,0.1705,6070/6068,,,3R,,,R1,F,3,04/03/2010
FLR-00133,RIDGE,6,0.42,0,,,6i,,,R1,V,12,26/01/2010
FLR-00134,LAMP,8,0.3050584,1,N-036,27585.7261,,13,0,,,,
FLR-00135,RIDGE,7,1.1895384,0,,,7-SMUDGE,,,R1,U,11,26/03/2015
FLR-00136,RIDGE,4,0.4874,5561,,,4D,,,R1,F,3,03/03/2010
FLR-00137,RIDGE,4,0.7482953,0,,,4R2,,,R1,A,1,02/03/2015
FLR-00138,RIDGE,5,1.051,0,,,1+1+3,,,R1,A,1,20/01/2010
FLR-00139,RIDGE,5,0.7810942,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-00140,RIDGE,5,0.6011,5561,,,5-SMUDGE,,,R1,F,3,03/02/2005
FLR-00141,LAMP,5,1.2647078,2,N-003,16013.4859,,2,0,,,,
FLR-00142,RIDGE,5,2.2833503,0,,,5-SMUDGE,,,R2,ZZZ,13,12-04-2016
FLR-00143,RIDGE,5,1.1281,0,,,5R3,,,R2,K,5,02/06/2012
FLR-00144,RIDGE,5,1.4851,0,,,1+1+3,,,R1,J,4,06/02/2010
FLR-00145,RIDGE,4,0.8335647,0,,,4R2,,,R1,A,1,02/03/2015
FLR-00146,RIDGE,5,0.7829,5981,,,1+1+3,,,R1,J,4,03/05/2008
FLR-00147,LAMP,4,0.9532916,2,N-003,15703.1893,,0,0,,,,
FLR-00148,RIDGE,5,1.3729583,5586,,,1+1+3,,,R1,A,1,02-03-2015
FLR-00149,LAMP,5,1.2048583,1,N-042,1042.8981,,2,0,,,,
FLR-00150,RIDGE,5,1.1451,0,,,5R3,,,R2,P,7,05/03/2011
FLR-00151,RIDGE,5,0.7625,5561,,,1+1+3,,,R1,F,3,09/02/2009
FLR-00152,RIDGE,5,1.1492323,0,,,1+1+3,,,R1,U,11,26/03/2015
FLR-00153,LAMP,5,1.3356303,4,N-020,10995.9931,,2,0,,,,
FLR-00154,LAMP,5,0.3128667,2,N-031,248.3292,,4,0,,,,
FLR-00155,RIDGE,5,1.2998583,5151,,,1+1+3,,,R1,U,11,26/03/2015
FLR-00156,RIDGE,5,0.308025,0,,,5R1,,,R1,S,9,01-04-2015
FLR-00157,LAMP,10,1.6170853,2,N-045,5264.9571,,17,0,,,,
FLR-00158,RIDGE,5,1.2367,5561,,,1+1+3,,,R1,F,3,03/02/2005
FLR-00159,RIDGE,5,0.498175,5151,,,5R2,,,R1,U,11,31-03-2015
FLR-00160,RIDGE,5,1.2680306,0,,,1+1+3,,,R1,F,3,31/03/2015
FLR-00161,LAMP,5,1.3467232,3,N-033,18421.9527,,2,0,,,,
FLR-00162,RIDGE,5,0.7120333,5759,,,1+1+3,,,R1,S,9,07-04-2015
FLR-00163,RIDGE,4,0.391,0,,,1+32,,,R1,N,6,02/04/2010
FLR-00164,LAMP,15,1.2635146,2,N-017,29084.402,,17,0,,,,
FLR-00165,RIDGE,6,0.8553842,0,,,6-SMUDGE,,,R1,A,1,16-04-2014
FLR-00166,LAMP,5,1.2518307,3,N-022,27893.2586,,2,0,,,,
FLR-00167,RIDGE,5,0.969575,5719,,,1+1+3,,,R1,A,1,16-04-2014
FLR-00168,RIDGE,5,1.088,0,,,5R3,,,R1,A,1,04/03/2005
FLR-00169,RIDGE,5,0.767,0,,,1+1+3,,,R1,D,2,01/04/2010
FLR-00170,RIDGE,5,1.1588,0,,,5R3,,,R2,P,7,05/03/2011
FLR-00171,RIDGE,5,1.08825,5151,,,1+1+3,,,R1,U,11,31-03-2015
FLR-00172,RIDGE,5,0.316,5126,,,5R1,,,R1,V,12,26/01/2010
FLR-00173,RIDGE,5,1.3724,5978,,,1+1+3,,,R1,J,4,04/05/2008
FLR-00174,RIDGE,5,1.102,0,,,1+1+3,,,R1,V,12,03/02/2010
FLR-00175,LAMP,5,1.2700012,4,N-017,29233.1744,,2,0,,,,
FLR-00176,RIDGE,5,1.52868,0,,,1+1+3,,,R1,J,4,12/05/2016
FLR-00177,RIDGE,5,0.332,0,,,5R1,,,R1,T,10,04/02/2010
FLR-00178,RIDGE,7,0.577,0,,,7i,,,R1,R,8,19/04/2008
FLR-00179,RIDGE,5,0.3072823,0,,,5R1,,,R1,J,4,12/05/2016
FLR-00180,LAMP,5,1.2458747,3,N-022,27783.5303,,2,0,,,,
FLR-00181,LAMP,24,1.3543084,2,N-035,30929.273,,17,0,,,,
FLR-00182,RIDGE,5,0.9938,0,,,1+1+3,,,R1,F,3,04/03/2010
FLR-00183,RIDGE,4,1.2438323,0,,,4R2,,,R1,A,1,02/03/2015
FLR-00184,LAMP,5,0.9990136,3,N-011,1152.553,,2,0,,,,
FLR-00185,LAMP,5,1.3160387,1,N-038,3585.7823,,2,0,,,,
FLR-00186,RIDGE,5,0.3268417,5560,,,5R1,,,R1,F,3,31/03/2015
FLR-00187,RIDGE,5,0.7576969,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-00188,RIDGE,5,0.759975,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-00189,LAMP,5,1.2820022,2,N-014,647.9094,,2,0,,,,
FLR-00190,RIDGE,5,0.528,0,,,5R2,,,R1,N,6,02/04/2010
FLR-00191,RIDGE,5,0.4866187,0,,,5R2,,,R1,F,3,31/03/2015
FLR-00192,RIDGE,5,1.1228,5561,,,1+1+3,,,R1,F,3,02/02/2005
FLR-00193,RIDGE,5,0.3228083,0,,,5R1,,,R1,S,9,01-04-2015
FLR-00194,RIDGE,4,0.248,0,,,4R1,,,R1,T,10,10/03/2010
FLR-00195,LAMP,14,0.6138585,2,N-024,14577.3279,,17,0,,,,
FLR-00196,RIDGE,7,0.3415,0,,,7i,,,R1,F,3,04/03/2010
FLR-00197,LAMP,5,1.2707583,2,N-023,31608.7045,,2,0,,,,
FLR-00198,RIDGE,4,1.2236334,9999,,,4R2,,,R2,ZZZ,13,12-04-2016
FLR-00199,RIDGE,5,1.3325,5987,,,1+1+3,,,R1,J,4,04/05/2008
FLR-00200,RIDGE,5,0.5245,6035,,,5R2,,,R1,U,11,11/02/2010
FLR-00201,RIDGE,6,0.2034,0,,,6i,,,R1,F,3,04/03/2010
FLR-00202,RIDGE,5,0.3196417,5726,,,5R1,,,R1,S,9,01-04-2015
FLR-00203,RIDGE,4,0.5009,5722,,,4D,,,R1,F,3,04/03/2010
FLR-00204,LAMP,5,0.3130794,2,N-031,204.1504,,4,0,,,,
FLR-00205,RIDGE,6,1.5252,5979,,,6-SMUDGE,,,R1,J,4,03/05/2008
FLR-00206,RIDGE,7,1.0814,5722,,,7D1,,,R1,F,3,12/02/2010
FLR-00207,RIDGE,5,1.2897,0,,,5R3,,,R2,K,5,03/06/2012
FLR-00208,LAMP,6,0.3808083,1,N-003,22144.4934,,16,1,,,,
FLR-00209,LAMP,5,1.0063666,2,N-003,17580.2819,,2,0,,,,
FLR-00210,LAMP,8,0.3754055,2,N-002,11100.4533,,13,0,,,,
FLR-00211,RIDGE,5,0.898,0,,,1+1+3,,,R1,R,8,19/04/2008
FLR-00212,LAMP,5,0.8794833,2,N-003,17546.4646,,2,0,,,,
FLR-00213,RIDGE,5,0.311,0,,,5R1,,,R1,D,2,06/02/2010
FLR-00214,RIDGE,5,1.2559417,5560,,,1+1+3,,,R1,F,3,31/03/2015
FLR-00215,RIDGE,5,1.1139,0,,,5R3,,,R2,K,5,02/06/2012
FLR-00216,LAMP,5,1.2848583,1,N-041,3874.8419,,2,0,,,,
FLR-00217,RIDGE,4,1.2468991,0,,,4R2,,,R1,A,1,02-03-2015
FLR-00218,LAMP,8,0.3793188,2,N-046,9427.1193,,13,0,,,,
FLR-00219,RIDGE,5,1.3221918,0,,,1+1+3,,,R1,S,9,29-04-2014
FLR-00220,LAMP,5,1.2784,2,N-022,27777.1389,,2,0,,,,
FLR-00221,RIDGE,5,1.0392,0,,,5R3,,,R2,P,7,25/04/2008
FLR-00222,LAMP,5,1.0998926,2,N-003,16088.0483,,2,0,,,,
FLR-00223,LAMP,5,1.2365334,1,N-011,2181.4972,,2,0,,,,
FLR-00224,RIDGE,8,1.3869,0,,,8R,,,R2,K,5,03/06/2012
FLR-00225,RIDGE,5,1.4749719,0,,,5-SMUDGE,,,R2,ZZZ,13,12-04-2016
FLR-00226,LAMP,5,1.3440323,1,N-041,3870.0953,,2,0,,,,
FLR-00227,RIDGE,4,0.7433,0,,,4R2,,,R2,K,5,03/06/2012
FLR-00228,RIDGE,5,0.3248597,5720,,,5R1,,,R1,A,1,16-04-2014
FLR-00229,LAMP,5,0.3270856,2,N-034,10018.9647,,4,0,,,,
FLR-00230,RIDGE,5,0.6458,5979,,,2+3,,,R1,J,4,03/05/2008
FLR-00231,RIDGE,5,1.3021,5979,,,1+1+3,,,R1,J,4,03/05/2008
FLR-00232,RIDGE,5,0.5077582,0,,,5R2,,,R1,F,3,31/03/2015
FLR-00233,RIDGE,6,0.2664306,0,,,6i,,,R1,A,1,16-04-2014
FLR-00234,RIDGE,5,0.868,0,,,1+1+3,,,R1,D,2,01/04/2010
FLR-00235,LAMP,5,1.2695587,1,N-018,33025.6848,,2,0,,,,
FLR-00236,RIDGE,7,0.2988,5560,,,7i,,,R1,F,3,23/01/2005
FLR-00237,LAMP,8,0.3883416,1,N-029,485.3756,,13,0,,,,
FLR-00238,LAMP,5,1.2493033,4,N-014,5193.6498,,2,0,,,,
FLR-00239,LAMP,5,1.075875,2,N-001,7250.468,,2,0,,,,
FLR-00240,RIDGE,5,0.743,0,,,1+1+3,,,R1,N,6,03/04/2010
FLR-00241,LAMP,3,0.5548603,2,N-002,13788.7296,,5,0,,,,
FLR-00242,LAMP,5,0.787725,1,N-005,3277.2754,,2,0,,,,
FLR-00243,RIDGE,7,0.479,0,,,7i,,,R1,V,12,26/01/2010
FLR-00244,LAMP,5,0.3401021,2,N-010,21300.9795,,2,0,,,,
FLR-00245,RIDGE,6,0.73,0,,,6-SMUDGE,,,R1,A,1,20/01/2010
FLR-00246,RIDGE,5,1.0969452,0,,,1+1+3,,,R1,A,1,02-03-2015
FLR-00247,RIDGE,5,0.8394366,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-00248,RIDGE,5,0.778,5981,,,1+1+3,,,R1,J,4,03/05/2008
FLR-00249,LAMP,5,1.08995,1,N-003,16762.3386,,2,0,,,,
FLR-00250,RIDGE,5,1.2662759,0,,,1+1+3,,,R1,J,4,10-04-2015
FLR-00251,LAMP,5,1.383025,1,N-038,3569.4753,,2,0,,,,
FLR-00252,RIDGE,5,1.3072583,0,,,1+1+3,,,R1,U,11,31-03-2015
FLR-00253,RIDGE,5,0.5317,5151,,,5R2,,,R1,U,11,11/02/2010
FLR-00254,RIDGE,5,1.3804084,5981,,,1+1+3,,,R1,J,4,10-04-2015
FLR-00255,RIDGE,4,0.392,0,,,1+32,,,R1,N,6,21/03/2010
FLR-00256,LAMP,5,1.2977289,2,N-033,18389.6129,,2,0,,,,
FLR-00257,RIDGE,5,1.2352,5560,,,1+1+3,,,R1,F,3,03/02/2005
FLR-00258,RIDGE,5,0.3154667,0,,,5R1,,,R1,S,9,01-04-2015
FLR-00259,LAMP,5,1.1704083,3,N-020,13219.8664,,2,0,,,,
FLR-00260,RIDGE,5,1.1634917,5586,,,1+1+3,,,R1,A,1,02/03/2015
FLR-00261,RIDGE,6,0.427,0,,,6i,,,R1,D,2,27/03/2008
FLR-00262,LAMP,5,0.7578755,2,N-033,19109.501,,2,0,,,,
FLR-00263,LAMP,5,0.7093778,2,N-028,28112.7082,,2,0,,,,
FLR-00264,LAMP,5,0.327725,1,N-024,7991.5296,,2,0,,,,
FLR-00265,RIDGE,8,0.664,0,,,8i,,,R1,R,8,19/04/2008
FLR-00266,RIDGE,5,0.8286815,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-00267,RIDGE,5,1.582008,0,,,1+1+3,,,R1,J,4,12/05/2016
FLR-00268,RIDGE,5,0.616,0,,,2+3,,,R1,V,12,26/01/2010
FLR-00269,RIDGE,5,1.2133892,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-00270,RIDGE,5,1.1626,0,,,1+1+3,,,R1,J,4,06/02/2010
FLR-00271,RIDGE,4,1.101073,0,,,4R2,,,R1,A,1,02/03/2015
FLR-00272,LAMP,4,1.0652464,2,N-003,16972.246,,0,0,,,,
FLR-00273,RIDGE,6,0.412,0,,,6i,,,R1,V,12,26/01/2010
FLR-00274,RIDGE,4,0.5288,5722,,,4D,,,R1,F,3,23/02/2008
FLR-00275,RIDGE,5,1.8306,0,,,5-SMUDGE,,,R2,K,5,03/06/2012
FLR-00276,LAMP,5,1.2901084,1,N-015,13099.6283,,2,0,,,,
FLR-00277,LAMP,9,1.3568254,2,N-046,8910.3561,,6,0,,,,
FLR-00278,LAMP,5,1.2361916,1,N-024,6794.5292,,2,0,,,,
FLR-00279,RIDGE,5,0.870725,0,,,1+1+3,,,R1,A,1,02-03-2015
FLR-00280,LAMP,4,0.8389211,3,N-003,17879.1677,,0,0,,,,
FLR-00281,RIDGE,7,0.3322,0,,,7i,,,R1,U,11,16/02/2009
FLR-00282,RIDGE,5,0.7691354,0,,,1+1+3,,,R1,J,4,12/05/2016
FLR-00283,LAMP,5,1.4745333,1,N-042,181.8285,,2,0,,,,
FLR-00284,RIDGE,5,0.333,0,,,5R1,,,R1,T,10,17/04/2010
FLR-00285,RIDGE,9,1.1975917,0,,,9-SMUDGE,,,R1,A,1,02/03/2015
FLR-00286,RIDGE,6,0.8377,0,,,6-SMUDGE,,,R1,F,3,04/03/2010
FLR-00287,RIDGE,4,0.5310192,0,,,4-SMUDGE,,,R1,A,1,02/03/2015
FLR-00288,RIDGE,5,0.3643167,6070,,,5R1,,,R1,F,3,19/03/2015
FLR-00289,RIDGE,5,0.3216083,5987,,,5R1,,,R1,J,4,12-05-2016
FLR-00290,LAMP,5,1.5085656,2,N-045,5084.4307,,2,0,,,,
FLR-00291,LAMP,5,1.2840833,4,N-020,11014.8157,,2,0,,,,
FLR-00292,RIDGE,5,1.4210833,5759,,,1+1+3,,,R1,S,9,29-04-2014
FLR-00293,LAMP,5,1.2442,2,N-020,13206.694,,2,0,,,,
FLR-00294,RIDGE,5,0.6536,5722,,,5-SMUDGE,,,R1,F,3,04/03/2010
FLR-00295,LAMP,5,0.8942583,2,N-003,17536.7269,,2,0,,,,
FLR-00296,RIDGE,5,0.513,5151,,,5R2,,,R1,U,11,16/02/2009
FLR-00297,RIDGE,8,0.3279,5979,,,8i,,,R1,J,4,03/05/2008
FLR-00298,LAMP,5,1.1748852,2,N-017,29157.9528,,2,0,,,,
FLR-00299,RIDGE,5,0.326,0,,,5R1,,,R1,T,10,21/01/2010
FLR-00300,RIDGE,5,0.774373,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-00301,LAMP,5,0.3158416,2,N-026,5999.4436,,2,0,,,,
FLR-00302,RIDGE,5,1.3564,0,,,1+1+3,,,R1,F,3,23/01/2005
FLR-00303,LAMP,5,0.3349,2,N-040,158.6726,,2,0,,,,
FLR-00304,RIDGE,5,0.7246583,6070,,,1+1+3,,,R1,F,3,19/03/2015
FLR-00305,RIDGE,5,1.028,0,,,1+1+3,,,R1,V,12,03/02/2010
FLR-00306,RIDGE,6,1.5586,0,,,6R,,,R2,P,7,24/04/2008
FLR-00307,LAMP,5,0.7759865,1,N-036,27044.5192,,2,0,,,,
FLR-00308,RIDGE,5,0.299,0,,,5R1,,,R1,D,2,21/03/2008
FLR-00309,RIDGE,5,0.757,0,,,1+1+3,,,R1,R,8,19/04/2008
FLR-00310,RIDGE,5,0.3172738,0,,,5R1,,,R1,A,1,24-04-2016
FLR-00311,RIDGE,10,0.366,0,,,10i,,,R1,T,10,17/04/2010
FLR-00312,RIDGE,5,1.2381167,5759,,,1+1+3,,,R1,S,9,01-04-2015
FLR-00313,LAMP,6,0.523925,1,N-011,1915.633,,16,0,,,,
FLR-00314,RIDGE,5,0.9147,5727,,,1+1+3,,,R1,F,3,04/03/2010
FLR-00315,RIDGE,5,1.2194,5727,,,1+1+3,,,R1,F,3,23/01/2005
FLR-00316,RIDGE,5,0.3275461,5726,,,5R1,,,R1,S,9,01-04-2015
