flare_id,log,n_flashes,flare_len_s,beacon_id,night,since_dusk_s,glyph,shape_id,flourish,region,cluster,cluster_num,date_seen
FLR-09565,LAMP,5,1.284125,1,N-011,84.0959,,2,0,,,,
FLR-09566,LAMP,5,0.8576044,2,N-005,859.2654,,2,0,,,,
FLR-09567,RIDGE,5,1.404,0,,,1+1+3,,,R1,T,10,16/04/2010
FLR-09568,RIDGE,5,0.3327,5562,,,5R1,,,R1,U,11,01/02/2010
FLR-09569,RIDGE,5,0.88,0,,,1+1+3,,,R1,D,2,27/03/2008
FLR-09570,RIDGE,7,0.369,5727,,,7i,,,R1,F,3,04/03/2010
FLR-09571,LAMP,5,0.3136713,1,N-026,5881.655,,4,0,,,,
FLR-09572,LAMP,5,1.2427417,1,N-013,20659.0211,,2,0,,,,
FLR-09573,RIDGE,5,0.3226583,5759,,,5R1,,,R1,S,9,29-04-2014
FLR-09574,LAMP,6,0.2175083,1,N-044,27690.4123,,16,1,,,,
FLR-09575,RIDGE,5,0.507,0,,,5R2,,,R1,N,6,02/04/2010
FLR-09576,RIDGE,5,0.9098583,5586,,,1+1+3,,,R1,A,1,02/03/2015
FLR-09577,RIDGE,6,0.366,6058,,,6i,,,R1,U,11,11/02/2010
FLR-09578,RIDGE,5,0.393,0,,,5R1,,,R1,D,2,04/04/2008
FLR-09579,LAMP,9,0.3483833,5,N-003,18974.6204,,11,0,,,,
FLR-09580,RIDGE,5,0.7577553,0,,,1+1+3,,,R1,U,11,19-03-2015
FLR-09581,LAMP,3,0.328725,2,N-003,22196.3698,,5,0,,,,
FLR-09582,RIDGE,5,0.3031083,5759,,,5R1,,,R1,S,9,29-04-2014
FLR-09583,RIDGE,10,0.426,0,,,10i,,,R1,T,10,26/01/2010
FLR-09584,RIDGE,5,0.8012167,5979,,,1+1+3,,,R1,J,4,10-04-2015
FLR-09585,LAMP,5,1.3265118,2,N-015,13083.6195,,2,0,,,,
FLR-09586,RIDGE,5,1.1579889,0,,,1+1+3,,,R1,J,4,12/05/2016
FLR-09587,RIDGE,10,0.371,0,,,10i,,,R1,T,10,14/04/2010
FLR-09588,RIDGE,5,0.7911,0,,,1+1+3,,,R2,P,7,25/04/2008
FLR-09589,LAMP,5,1.2857521,1,N-017,29156.5241,,2,0,,,,
FLR-09590,LAMP,5,0.6957049,2,N-044,27707.8076,,2,0,,,,
FLR-09591,LAMP,5,0.3047084,2,N-031,238.2266,,2,0,,,,
FLR-09592,RIDGE,4,0.643,0,,,4-SMUDGE,,,R1,V,12,03/02/2010
FLR-09593,LAMP,5,1.2197844,2,N-030,9526.7185,,2,0,,,,
FLR-09594,LAMP,5,0.8382923,3,N-003,16834.1564,,2,0,,,,
FLR-09595,RIDGE,5,0.3181916,0,,,5R1,,,R1,A,1,02/03/2015
FLR-09596,LAMP,5,0.6265667,5,N-042,1772.5191,,15,0,,,,
FLR-09597,RIDGE,5,0.9131,0,,,1+1+3,,,R1,J,4,31/01/2009
FLR-09598,RIDGE,5,1.1056463,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-09599,RIDGE,5,1.1091704,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-09600,RIDGE,5,0.9379677,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-09601,RIDGE,5,0.1638,5703,,,5-SMUDGE,,,R1,F,3,18/02/2005
FLR-09602,LAMP,5,1.235475,1,N-003,16059.1802,,2,0,,,,
FLR-09603,RIDGE,4,0.9066083,0,,,4R2,,,R1,A,1,02-03-2015
FLR-09604,RIDGE,7,1.7706,0,,,7-SMUDGE,,,R2,K,5,03/06/2012
FLR-09605,RIDGE,4,0.2,0,,,4R1,,,R1,D,2,01/04/2010
FLR-09606,RIDGE,10,1.5054,0,,,10R,,,R2,P,7,05/03/2011
FLR-09607,LAMP,5,0.3253667,1,N-043,7733.3445,,2,0,,,,
FLR-09608,LAMP,5,1.179475,1,N-003,16171.5695,,2,0,,,,
FLR-09609,LAMP,5,1.3185502,1,N-006,8715.1642,,2,0,,,,
FLR-09610,RIDGE,5,1.387294,0,,,5-SMUDGE,,,R1,J,4,12/05/2016
FLR-09611,RIDGE,5,1.0232,5727,,,1+1+3,,,R1,F,3,04/03/2010
FLR-09612,RIDGE,5,0.331,0,,,5R1,,,R1,N,6,23/03/2009
FLR-09613,RIDGE,5,1.213,5978,,,1+1+3,,,R1,J,4,15/02/2007
FLR-09614,RIDGE,5,0.32595,5759,,,5R1,,,R1,S,9,29-04-2014
FLR-09615,RIDGE,5,0.3786167,0,,,5R1,,,R1,A,1,02/03/2015
FLR-09616,LAMP,5,1.1002083,2,N-001,7266.2952,,2,0,,,,
FLR-09617,LAMP,5,0.5907431,3,N-002,7998.446,,4,1,,,,
FLR-09618,LAMP,5,0.3413417,1,N-042,2619.4945,,2,0,,,,
FLR-09619,RIDGE,5,0.3284,5987,,,5R1,,,R1,J,4,30/03/2010
FLR-09620,LAMP,5,0.8637153,2,N-009,893.8293,,2,0,,,,
FLR-09621,RIDGE,5,1.1526,5727,,,1+1+3,,,R1,F,3,23/01/2005
FLR-09622,RIDGE,5,0.3277833,0,,,5R1,,,R1,S,9,07-04-2015
FLR-09623,LAMP,5,1.1532902,2,N-022,27683.8409,,2,0,,,,
FLR-09624,LAMP,5,0.8057931,2,N-001,7155.6178,,2,0,,,,
FLR-09625,RIDGE,5,1.24645,5151,,,1+1+3,,,R1,U,11,26/03/2015
FLR-09626,RIDGE,5,1.2303851,0,,,1+1+3,,,R1,U,11,31-03-2015
FLR-09627,RIDGE,5,0.7877,5561,,,1+1+3,,,R1,F,3,09/02/2009
FLR-09628,LAMP,5,1.3609667,2,N-011,944.0177,,2,0,,,,
FLR-09629,LAMP,5,0.3216083,1,N-043,7742.6845,,2,0,,,,
FLR-09630,RIDGE,8,1.4049917,5586,,,8D,,,R1,A,1,02-03-2015
FLR-09631,RIDGE,5,0.3291417,5726,,,5R1,,,R1,S,9,01-04-2015
FLR-09632,RIDGE,5,0.718,5727,,,1+1+3,,,R1,F,3,23/03/2008
FLR-09633,RIDGE,5,0.7081417,5979,,,1+1+3,,,R1,J,4,10-04-2015
FLR-09634,RIDGE,5,1.1454,0,,,5R3,,,R2,P,7,05/03/2011
FLR-09635,RIDGE,4,0.4999,5722,,,4D,,,R1,F,3,12/02/2010
FLR-09636,LAMP,5,0.3120602,2,N-046,9483.2079,,4,0,,,,
FLR-09637,LAMP,5,1.23535,1,N-013,20646.9717,,2,0,,,,
FLR-09638,RIDGE,5,0.3271,6052,,,5R1,,,R1,S,9,29-04-2014
FLR-09639,RIDGE,5,1.0766,0,,,1+1+3,,,R1,F,3,23/01/2005
FLR-09640,RIDGE,5,1.1337917,0,,,1+1+3,,,R1,S,9,29-04-2014
FLR-09641,RIDGE,7,1.6557,0,,,7R,,,R2,K,5,03/06/2012
FLR-09642,RIDGE,5,1.1562417,5151,,,1+1+3,,,R1,U,11,26/03/2015
FLR-09643,RIDGE,5,0.3122,5727,,,5R1,,,R1,F,3,23/03/2008
FLR-09644,RIDGE,5,0.342,0,,,5R1,,,R1,R,8,10/04/2008
FLR-09645,RIDGE,5,0.772,0,,,1+1+3,,,R1,R,8,19/04/2008
FLR-09646,RIDGE,5,0.9099,0,,,5-SMUDGE,,,R1,F,3,04/03/2010
FLR-09647,RIDGE,5,1.1823918,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-09648,RIDGE,5,0.3292,5562,,,5R1,,,R1,U,11,11/02/2010
FLR-09649,LAMP,5,0.946386,3,N-002,14452.5625,,2,0,,,,
FLR-09650,LAMP,6,1.4430146,3,N-020,11077.1175,,16,0,,,,
FLR-09651,RIDGE,5,0.341,0,,,5R1,,,R1,D,2,20/03/2008
FLR-09652,RIDGE,5,0.4362,5560,,,5R2,,,R1,F,3,03/02/2005
FLR-09653,RIDGE,5,1.0328,0,,,5R3,,,R2,K,5,03/06/2012
FLR-09654,RIDGE,5,1.0994,0,,,5R3,,,R2,K,5,02/06/2012
FLR-09655,RIDGE,7,1.2397,5722,,,7D1,,,R1,F,3,04/03/2010
FLR-09656,RIDGE,5,0.405,6035,,,5-SMUDGE,,,R1,U,11,11/02/2010
FLR-09657,RIDGE,4,0.2914,0,,,4R1,,,R1,F,3,12/02/2010
FLR-09658,RIDGE,5,0.7775,5978,,,1+1+3,,,R1,J,4,30/03/2010
FLR-09659,RIDGE,5,0.3128,5562,,,5R1,,,R1,U,11,24/01/2010
FLR-09660,RIDGE,5,0.7889,5979,,,1+1+3,,,R1,J,4,31/01/2009
FLR-09661,RIDGE,6,0.4052417,5586,,,6i,,,R1,A,1,02-03-2015
FLR-09662,RIDGE,5,0.321,0,,,5R1,,,R1,V,12,22/01/2010
FLR-09663,RIDGE,5,0.8980555,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-09664,LAMP,5,1.1375333,3,N-023,31665.4414,,2,0,,,,
FLR-09665,RIDGE,4,0.5361,5722,,,4D,,,R1,F,3,18/02/2009
FLR-09666,LAMP,3,0.3606061,2,N-002,11118.0943,,5,0,,,,
FLR-09667,LAMP,5,0.4712363,2,N-013,20610.1656,,4,0,,,,
FLR-09668,LAMP,5,1.211598,2,N-013,20696.4463,,2,0,,,,
FLR-09669,RIDGE,5,0.8192958,0,,,1+1+3,,,R1,F,3,19/03/2015
FLR-09670,LAMP,5,0.3043583,1,N-044,27703.426,,4,0,,,,
FLR-09671,LAMP,5,1.2867,1,N-014,1079.263,,2,0,,,,
FLR-09672,RIDGE,5,1.008,0,,,1+1+3,,,R1,R,8,19/04/2008
FLR-09673,RIDGE,5,1.28485,0,,,1+1+3,,,R1,S,9,29-04-2014
FLR-09674,LAMP,5,1.0684583,1,N-003,15558.9786,,2,0,,,,
FLR-09675,LAMP,5,1.3748096,2,N-003,17984.5853,,2,0,,,,
FLR-09676,RIDGE,6,0.5165,5561,,,6-SMUDGE,,,R1,F,3,03/03/2010
FLR-09677,RIDGE,5,1.2209741,0,,,5R3,,,R2,ZZZ,13,12-04-2016
FLR-09678,RIDGE,5,1.200941,0,,,1+1+3,,,R1,U,11,26/03/2015
FLR-09679,RIDGE,4,0.8738789,0,,,4R2,,,R2,ZZZ,13,12-04-2016
FLR-09680,RIDGE,5,1.2380666,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-09681,RIDGE,5,0.9435781,0,,,1+1+3,,,R1,J,4,10-04-2015
FLR-09682,RIDGE,5,0.75,5561,,,1+1+3,,,R1,F,3,09/02/2009
FLR-09683,RIDGE,5,0.352,0,,,5R1,,,R1,N,6,02/04/2010
FLR-09684,RIDGE,5,0.8174,0,,,1+1+3,,,R1,J,4,06/02/2010
FLR-09685,RIDGE,5,1.116749,0,,,5R3,,,R2,ZZZ,13,12-04-2016
FLR-09686,LAMP,5,0.3220035,2,N-028,28256.0968,,4,0,,,,
FLR-09687,LAMP,5,1.3372564,2,N-020,11603.6803,,2,0,,,,
FLR-09688,RIDGE,5,0.945,0,,,1+1+3,,,R1,N,6,03/04/2010
FLR-09689,RIDGE,5,1.2007,0,,,5R3,,,R2,P,7,05/03/2011
FLR-09690,RIDGE,5,0.9646,0,,,5R3,,,R2,K,5,03/06/2012
FLR-09691,LAMP,5,0.310925,3,N-031,194.6202,,4,0,,,,
FLR-09692,RIDGE,7,0.342,0,,,7i,,,R1,V,12,26/01/2010
FLR-09693,LAMP,6,1.349475,1,N-006,8845.7303,,16,0,,,,
FLR-09694,RIDGE,5,1.2035833,5560,,,1+1+3,,,R1,F,3,31/03/2015
FLR-09695,LAMP,5,0.7183584,1,N-031,171.7733,,2,0,,,,
FLR-09696,RIDGE,5,0.829,0,,,1+1+3,,,R1,N,6,03/04/2010
FLR-09697,RIDGE,5,0.6019,0,,,5-SMUDGE,,,R2,P,7,24/04/2008
FLR-09698,LAMP,5,1.0752493,2,N-003,15618.9026,,2,0,,,,
FLR-09699,RIDGE,5,0.312,0,,,5R1,,,R1,D,2,18/03/2010
FLR-09700,RIDGE,5,0.5199,5151,,,5R2,,,R1,U,11,11/02/2010
FLR-09701,LAMP,5,0.500125,1,N-021,19941.6015,,4,0,,,,
FLR-09702,RIDGE,5,1.0351,0,,,5R3,,,R2,K,5,03/06/2012
FLR-09703,RIDGE,5,1.2164,5727,,,1+1+3,,,R1,F,3,12/02/2010
FLR-09704,RIDGE,5,1.132,0,,,1+1+3,,,R1,R,8,19/04/2008
FLR-09705,RIDGE,5,0.318,0,,,5R1,,,R1,D,2,18/03/2010
FLR-09706,RIDGE,6,0.785,0,,,6-SMUDGE,,,R1,V,12,03/02/2010
FLR-09707,LAMP,5,0.3323173,2,N-012,10510.2502,,4,0,,,,
FLR-09708,RIDGE,5,1.348075,5586,,,1+1+3,,,R1,A,1,02-03-2015
FLR-09709,RIDGE,5,1.0852,5727,,,1+1+3,,,R1,F,3,12/02/2010
FLR-09710,RIDGE,5,0.5131711,0,,,5R2,,,R1,F,3,19/03/2015
FLR-09711,RIDGE,5,0.306,0,,,5R1,,,R1,D,2,04/04/2008
FLR-09712,RIDGE,5,0.31352,0,,,5R1,,,R1,J,4,13-05-2016
FLR-09713,RIDGE,5,1.2442,0,,,1+1+3,,,R1,U,11,31-03-2015
FLR-09714,RIDGE,5,0.969225,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-09715,LAMP,5,0.3341,1,N-001,572.4057,,2,0,,,,
FLR-09716,LAMP,5,0.648825,2,N-024,6833.3018,,15,0,,,,
FLR-09717,RIDGE,7,1.6729,0,,,7R,,,R2,P,7,05/03/2011
FLR-09718,LAMP,5,0.5227291,2,N-022,27668.412,,4,0,,,,
FLR-09719,LAMP,5,1.2759674,1,N-011,2228.6866,,2,0,,,,
FLR-09720,RIDGE,5,0.5439584,5151,,,5R2,,,R1,U,11,26/03/2015
FLR-09721,RIDGE,5,1.1973,5560,,,1+1+3,,,R1,F,3,31/03/2015
FLR-09722,RIDGE,8,0.313,0,,,8i,,,R1,N,6,21/03/2010
FLR-09723,RIDGE,9,0.307,0,,,9i,,,R1,D,2,04/04/2008
FLR-09724,LAMP,5,1.4088964,2,N-001,7224.7895,,2,0,,,,
FLR-09725,LAMP,5,0.3334345,2,N-048,467.8555,,2,0,,,,
FLR-09726,RIDGE,5,1.0675417,5586,,,1+1+3,,,R1,A,1,02/03/2015
FLR-09727,RIDGE,5,0.343,0,,,5R1,,,R1,N,6,02/04/2010
FLR-09728,RIDGE,10,1.6748,0,,,10R,,,R2,P,7,24/04/2008
FLR-09729,LAMP,5,0.3132334,2,N-034,10035.2533,,4,0,,,,
FLR-09730,RIDGE,5,1.1546,0,,,1+1+3,,,R1,J,4,06/02/2010
FLR-09731,RIDGE,5,1.2617728,0,,,1+1+3,,,R1,F,3,31/03/2015
FLR-09732,LAMP,5,0.8334932,1,N-003,15660.2961,,2,0,,,,
FLR-09733,LAMP,5,1.2065834,1,N-003,17449.3504,,2,0,,,,
FLR-09734,RIDGE,5,1.2610666,5560,,,1+1+3,,,R1,F,3,31/03/2015
FLR-09735,LAMP,7,1.5720583,2,N-030,9643.1533,,7,0,,,,
FLR-09736,RIDGE,5,0.3069584,0,,,5R1,,,R1,J,4,10-04-2015
FLR-09737,RIDGE,5,0.354,0,,,5R1,,,R1,V,12,22/01/2010
FLR-09738,LAMP,5,0.9272865,2,N-005,716.479,,2,0,,,,
FLR-09739,RIDGE,5,1.2645,0,,,5R3,,,R2,K,5,03/06/2012
FLR-09740,LAMP,5,1.152114,3,N-011,1141.4146,,2,0,,,,
FLR-09741,RIDGE,6,0.384,0,,,6i,,,R1,D,2,21/03/2008
FLR-09742,LAMP,5,1.1582067,3,N-002,14401.2906,,2,0,,,,
FLR-09743,RIDGE,5,0.986,5719,,,1+1+3,,,R1,A,1,05/02/2009
FLR-09744,RIDGE,5,0.3197,5727,,,5R1,,,R1,F,3,12/02/2010
FLR-09745,RIDGE,6,0.9095,0,,,6-SMUDGE,,,R2,K,5,03/06/2012
FLR-09746,LAMP,5,0.33675,2,N-027,13125.5787,,2,0,,,,
FLR-09747,LAMP,5,0.3216083,1,N-024,7941.0321,,4,0,,,,
FLR-09748,RIDGE,5,1.3818607,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-09749,RIDGE,5,1.4207,0,,,1+1+3,,,R1,J,4,06/02/2010
FLR-09750,RIDGE,5,0.323,0,,,5R1,,,R1,T,10,06/03/2010
FLR-09751,RIDGE,5,1.2557,0,,,5R3,,,R2,K,5,03/06/2012
FLR-09752,LAMP,5,0.7578917,1,N-009,723.995,,2,0,,,,
FLR-09753,LAMP,5,0.48035,1,N-012,9404.51315,,4,0,,,,
FLR-09754,RIDGE,5,1.426,0,,,1+1+3,,,R1,N,6,02/04/2010
FLR-09755,LAMP,5,0.320792,3,N-040,185.0256,,4,0,,,,
FLR-09756,RIDGE,5,0.3077167,5987,,,5R1,,,R1,J,4,24-04-2014
FLR-09757,RIDGE,5,1.362,0,,,1+1+3,,,R1,V,12,26/01/2010
FLR-09758,RIDGE,5,0.358,0,,,5R1,,,R1,V,12,03/02/2010
FLR-09759,RIDGE,5,1.1541347,0,,,5R3,,,R2,ZZZ,13,12-04-2016
FLR-09760,RIDGE,5,0.7589,5562,,,1+1+3,,,R1,U,11,01/02/2010
FLR-09761,RIDGE,5,1.3011083,0,,,1+1+3,,,R1,U,11,31-03-2015
FLR-09762,LAMP,5,1.2572158,2,N-014,670.1402,,2,0,,,,
FLR-09763,RIDGE,4,1.125195,5720,,,4R2,,,R1,A,1,16-04-2014
FLR-09764,RIDGE,5,1.2462,0,,,5R3,,,R2,K,5,03/06/2012
FLR-09765,RIDGE,4,1.054,5720,,,4R2,,,R1,A,1,05/02/2009
FLR-09766,RIDGE,5,0.7326,0,,,5-SMUDGE,,,R2,P,7,24/04/2008
FLR-09767,LAMP,5,1.5481166,1,N-044,23820.2026,,2,0,,,,
FLR-09768,LAMP,5,1.200941,2,N-011,2199.5109,,2,0,,,,
FLR-09769,RIDGE,5,1.2317571,0,,,1+1+3,,,R1,U,11,31-03-2015
FLR-09770,RIDGE,9,0.3866083,5720,,,9i,,,R1,A,1,16-04-2014
FLR-09771,RIDGE,5,1.1644268,0,,,1+1+3,,,R1,U,11,31-03-2015
FLR-09772,RIDGE,7,0.337,0,,,7i,,,R1,A,1,25/03/2008
FLR-09773,RIDGE,5,0.326,0,,,5R1,,,R1,T,10,11/03/2010
FLR-09774,RIDGE,5,1.411,0,,,1+1+3,,,R1,V,12,03/02/2010
FLR-09775,RIDGE,5,0.7330245,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-09776,LAMP,11,0.4888083,2,N-003,15979.1144,,17,0,,,,
FLR-09777,LAMP,5,0.946048,2,N-003,17539.7497,,2,0,,,,
FLR-09778,RIDGE,5,0.357,0,,,5R1,,,R1,V,12,26/01/2010
FLR-09779,RIDGE,5,0.6512,5561,,,1+1+3,,,R1,F,3,17/02/2005
FLR-09780,RIDGE,5,1.1361171,0,,,1+1+3,,,R1,U,11,31-03-2015
FLR-09781,LAMP,5,1.2298416,3,N-042,1735.5854,,2,0,,,,
FLR-09782,RIDGE,6,1.229488,0,,,6-SMUDGE,,,R1,F,3,19/03/2015
FLR-09783,RIDGE,5,0.3386,5560,,,5R1,,,R1,F,3,07/02/2005
FLR-09784,RIDGE,5,0.6342,5561,,,5-SMUDGE,,,R1,F,3,17/02/2005
FLR-09785,RIDGE,6,1.5693,0,,,6R,,,R2,K,5,03/06/2012
FLR-09786,RIDGE,5,1.0074667,5759,,,1+1+3,,,R1,S,9,01-04-2015
FLR-09787,RIDGE,5,0.312675,0,,,5R1,,,R1,S,9,01-04-2015
FLR-09788,LAMP,5,1.1094497,2,N-011,1245.1673,,2,0,,,,
FLR-09789,RIDGE,5,1.144,0,,,1+1+3,,,R1,R,8,19/04/2008
FLR-09790,RIDGE,5,1.3244916,5151,,,1+1+3,,,R1,U,11,26/03/2015
FLR-09791,RIDGE,5,0.351,0,,,5R1,,,R1,T,10,11/03/2010
FLR-09792,RIDGE,6,1.8512,0,,,6R,,,R2,P,7,25/04/2008
FLR-09793,RIDGE,5,1.2151192,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-09794,RIDGE,5,1.3241,0,,,5R3,,,R2,K,5,03/06/2012
FLR-09795,LAMP,5,0.8859675,1,N-003,17347.6599,,2,0,,,,
FLR-09796,LAMP,22,1.3051,3,N-019,3285.7365,,17,0,,,,
FLR-09797,RIDGE,5,1.3467232,0,,,1+1+3,,,R1,J,4,10-04-2015
FLR-09798,RIDGE,5,0.3359796,0,,,5R1,,,R1,S,9,01-04-2015
FLR-09799,LAMP,5,1.2821,1,N-011,2152.6225,,2,0,,,,
FLR-09800,RIDGE,5,0.3340666,5726,,,5R1,,,R1,S,9,01-04-2015
FLR-09801,LAMP,5,1.3377519,1,N-001,7283.4755,,2,0,,,,
FLR-09802,LAMP,6,1.54535,2,N-002,13976.5396,,16,0,,,,
FLR-09803,RIDGE,5,0.9258,0,,,5R3,,,R2,P,7,25/04/2008
FLR-09804,RIDGE,3,0.121,59871?,,,3R,,,R1,J,4,30/03/2010
FLR-09805,RIDGE,5,0.3130794,0,,,5R1,,,R1,J,4,10-04-2015
FLR-09806,RIDGE,5,0.9981667,5151,,,1+1+3,,,R1,U,11,26/03/2015
FLR-09807,RIDGE,5,0.337,0,,,5R1,,,R1,N,6,02/04/2010
FLR-09808,LAMP,5,0.3413583,1,N-041,4489.6675,,2,0,,,,
FLR-09809,RIDGE,5,0.695,0,,,5-SMUDGE,,,R1,R,8,19/04/2008
FLR-09810,LAMP,5,1.2515441,2,N-005,901.2265,,2,0,,,,
FLR-09811,RIDGE,5,0.641,0,,,2+3,,,R1,V,12,16/01/2010
FLR-09812,RIDGE,5,1.086,0,,,1+1+3,,,R1,T,10,15/04/2010
FLR-09813,RIDGE,5,0.3337,5560,,,5R1,,,R1,F,3,09/02/2009
FLR-09814,RIDGE,5,1.3390833,6052,,,1+1+3,,,R1,S,9,29-04-2014
FLR-09815,RIDGE,5,0.6940583,5979,,,1+1+3,,,R1,J,4,10-04-2015
FLR-09816,RIDGE,8,1.4060167,5151,,,8D,,,R1,U,11,26/03/2015
FLR-09817,RIDGE,5,0.9974917,5151,,,1+1+3,,,R1,U,11,26/03/2015
FLR-09818,LAMP,5,1.2054333,1,N-014,711.5262,,2,0,,,,
FLR-09819,LAMP,5,1.1823918,2,N-003,16074.4398,,2,0,,,,
FLR-09820,LAMP,5,0.7301393,3,N-045,6023.3009,,2,0,,,,
FLR-09821,RIDGE,5,1.2644416,5560,,,1+1+3,,,R1,F,3,31/03/2015
FLR-09822,RIDGE,5,0.336,0,,,5R1,,,R1,V,12,26/01/2010
FLR-09823,LAMP,5,0.8042204,2,N-002,14535.5188,,2,0,,,,
FLR-09824,RIDGE,5,0.373,0,,,5R1,,,R1,T,10,14/04/2010
FLR-09825,RIDGE,5,0.839,5130,,,1+1+3,,,R1,F,3,01/02/2005
FLR-09826,RIDGE,5,0.5713,5727,,,5R2,,,R1,F,3,04/03/2010
FLR-09827,RIDGE,5,1.2256084,5151,,,1+1+3,,,R1,U,11,26/03/2015
FLR-09828,LAMP,5,0.7548363,2,N-003,17296.4578,,2,0,,,,
FLR-09829,RIDGE,5,1.1606992,0,,,1+1+3,,,R1,U,11,26/03/2015
FLR-09830,RIDGE,5,1.4634833,0,,,5-SMUDGE,,,R1,A,1,02-03-2015
FLR-09831,RIDGE,7,1.553375,0,,,7D2,,,R1,U,11,31-03-2015
FLR-09832,RIDGE,5,0.309,0,,,5R1,,,R1,D,2,21/03/2008
FLR-09833,RIDGE,5,0.6319,0,,,2+3,,,R1,F,3,23/01/2005
FLR-09834,RIDGE,6,1.4972,0,,,6R,,,R2,P,7,05/03/2011
FLR-09835,RIDGE,4,0.374,0,,,1+32,,,R1,N,6,23/03/2009
FLR-09836,RIDGE,5,1.2645083,0,,,1+1+3,,,R1,U,11,31-03-2015
FLR-09837,RIDGE,5,1.0915008,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-09838,RIDGE,5,0.685,0,,,1+1+3,,,R1,T,10,10/03/2010
FLR-09839,LAMP,6,1.5032083,1,N-012,9527.1981,,16,0,,,,
FLR-09840,RIDGE,5,0.567214,0,,,5-SMUDGE,,,R1,F,3,31/03/2015
FLR-09841,RIDGE,5,0.888,0,,,1+1+3,,,R1,N,6,02/04/2010
FLR-09842,LAMP,5,1.2610333,2,N-020,11639.3214,,2,1,,,,
FLR-09843,RIDGE,4,0.6216,0,,,4-SMUDGE,,,R2,P,7,25/04/2008
FLR-09844,RIDGE,5,0.32,0,,,5R1,,,R1,T,10,15/01/2005
FLR-09845,RIDGE,5,0.9257805,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-09846,LAMP,5,1.065625,1,N-003,17477.252,,2,0,,,,
FLR-09847,RIDGE,4,0.5041,5722,,,4D,,,R1,F,3,09/03/2005
FLR-09848,RIDGE,5,0.3118443,5560,,,5R1,,,R1,F,3,31/03/2015
FLR-09849,RIDGE,4,1.037,0,,,4R2,,,R1,A,1,25/02/2010
FLR-09850,RIDGE,9,0.1999,5703,,,9i,,,R1,F,3,23/01/2005
FLR-09851,LAMP,5,0.3182938,2,N-029,527.3373,,4,0,,,,
FLR-09852,LAMP,4,1.3122478,3,N-036,27068.9585,,0,0,,,,
FLR-09853,LAMP,5,0.4347645,3,N-005,704.9884,,4,0,,,,
FLR-09854,RIDGE,5,1.177566,0,,,1+1+3,,,R1,A,1,02/03/2015
FLR-09855,RIDGE,5,1.23535,5151,,,1+1+3,,,R1,U,11,26/03/2015
FLR-09856,LAMP,5,0.3146417,1,N-042,2582.9721,,4,0,,,,
FLR-09857,LAMP,5,0.3357077,2,N-040,154.7349,,2,0,,,,
FLR-09858,LAMP,5,0.3224417,2,N-024,7982.8736,,4,0,,,,
FLR-09859,LAMP,5,0.7668966,4,N-011,1171.6208,,2,0,,,,
FLR-09860,LAMP,5,1.2960417,2,N-014,1139.2444,,2,0,,,,
FLR-09861,LAMP,5,0.498175,1,N-021,19950.4254,,4,0,,,,
FLR-09862,RIDGE,8,0.225,0,,,8i,,,R1,A,1,26/03/2010
FLR-09863,RIDGE,4,0.5217,0,,,4D,,,R1,F,3,02/02/2010
FLR-09864,RIDGE,5,1.3383834,0,,,1+1+3,,,R1,F,3,31/03/2015
FLR-09865,RIDGE,7,1.3738,5722,,,7D1,,,R1,F,3,12/02/2010
FLR-09866,LAMP,5,1.4142833,1,N-042,127.351,,2,0,,,,
FLR-09867,RIDGE,5,0.34,0,,,5R1,,,R1,R,8,19/04/2008
FLR-09868,LAMP,7,1.5676917,1,N-012,9536.9583,,7,0,,,,
FLR-09869,RIDGE,6,0.408925,0,,,6i,,,R1,A,1,02/03/2015
FLR-09870,RIDGE,5,0.4901084,0,,,5R2,,,R1,F,3,31/03/2015
FLR-09871,RIDGE,8,1.2284,5979,,,8R,,,R1,J,4,03/05/2008
FLR-09872,RIDGE,5,1.2529417,0,,,1+1+3,,,R1,U,11,31-03-2015
FLR-09873,LAMP,5,1.5919667,1,N-044,23833.0355,,2,0,,,,
FLR-09874,LAMP,5,1.0532583,2,N-041,2898.6788,,2,0,,,,
FLR-09875,LAMP,5,1.2318505,2,N-018,32994.9773,,2,0,,,,
FLR-09876,RIDGE,5,0.3358957,5560,,,5R1,,,R1,F,3,31/03/2015
FLR-09877,RIDGE,4,0.1718,0,,,4R1,,,R1,F,3,04/03/2010
FLR-09878,RIDGE,5,0.3958,6058,,,5R1,,,R1,U,11,24/01/2010
FLR-09879,RIDGE,4,0.786,0,,,4R2,,,R1,A,1,28/02/2010
FLR-09880,LAMP,5,0.3359796,2,N-026,5987.1013,,4,0,,,,
FLR-09881,RIDGE,5,1.139,0,,,1+1+3,,,R1,V,12,03/02/2010
